"","V1","Link","Title","Authors","Contributors","ISBN.UID","Format","Read.Status","Date.Added","Last.Date.Read","Dates.Read","Read.Count","Moods","Pace","Character..or.Plot.Driven.","Strong.Character.Development.","Loveable.Characters.","Diverse.Characters.","Flawed.Characters.","Star.Rating","Review","Content.Warnings","Content.Warning.Description","Tags","Owned.","Description","FRE","adventurous","challenging","dark","emotional","funny","hopeful","informative","inspiring","lighthearted","mysterious","reflective","relaxing","sad","tense","recc","recc_yes_prob"
"60",290,"https://app.thestorygraph.com/books/7cc8ad08-5649-4ad4-8443-ce7ae610ea2c","The Unmaking of June Farrow","Adrienne Young","","9.78E+12","hardcover","to-read","12/22/2023",NA,NA,0,"adventurous, emotional, mysterious","medium","A mix","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,"No","A woman risks everything to end her family’s centuries-old curse, solve her mother’s disappearance, and find love in this mesmerizing novel from the New York Times bestselling author of Spells for Forgetting. In the small mountain town of Jasper, North Carolina, June Farrow is waiting for fate to find her. The Farrow women are known for their thriving flower farm—and the mysterious curse that has plagued their family line. The whole town remembers the madness that led to Susanna Farrow’s disappearance, leaving June to be raised by her grandmother and haunted by rumors. It’s been a year since June started seeing and hearing things that weren’t there. Faint wind chimes, a voice calling her name, and a mysterious door appearing out of nowhere—the signs of what June always knew was coming. But June is determined to end the curse once and for all, even if she must sacrifice finding love and having a family of her own.After her grandmother’s death, June discovers a series of cryptic clues regarding her mother’s decades-old disappearance, except they only lead to more questions. But could the door she once assumed was a hallucination be the answer she’s been searching for? The next time it appears, June realizes she can touch it and walk past the threshold. And when she does, she embarks on a journey that will not only change both the past and the future, but also uncover the lingering mysteries of her small town and entangle her heart in an epic star-crossed love.With The Unmaking of June Farrow, Adrienne Young delivers a brilliant novel of romance, mystery, and a touch of the impossible—a story you will never forget.",51.92,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"Yes",0.782211452363167
"108",553,"https://app.thestorygraph.com/books/e62d758d-8fbf-4f12-99a7-80949fb5783e","The Science of Breakable Things","Tae Keller","","","","to-read","4/3/2019",NA,NA,0,"emotional","fast","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","How do you grow a miracle? For the record, this is not the question Mr. Neely is looking for when he says everyone in class must answer an important question using the scientific method. But Natalie\'s botanist mother is suffering from depression, so this is The Question that\'s important to Natalie. When Mr. Neely suggests that she enter an egg drop competition, Natalie has hope.  Eggs are breakable. Hope is not. Natalie has a secret plan for the prize money. She\'s going to fly her mother to see the Cobalt Blue Orchids--flowers that survive against impossible odds. The magical flowers are sure to inspire her mother to love life again. Because when parents are breakable, it\'s up to kids to save them, right?",67.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yes",0.776835252052235
"93",490,"https://app.thestorygraph.com/books/c8db9d4d-9156-40ed-8221-c0564b68d1c4","The Black Tides of Heaven","Neon Yang","","9.78E+12","paperback","to-read","7/27/2022",NA,NA,0,"adventurous, emotional","fast","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Mokoya and Akeha, the twin children of the Protector, were sold to the Grand Monastery as children. While Mokoya developed her strange prophetic gift, Akeha was always the one who could see the strings that moved adults to action. While his sister received visions of what would be, Akeha realized what could be. What\'s more, he saw the sickness at the heart of his mother\'s Protectorate.A rebellion is growing. The Machinists discover new levers to move the world every day, while the Tensors fight to put them down and preserve the power of the state. Unwilling to continue to play a pawn in his mother\'s twisted schemes, Akeha leaves the Tensorate behind and falls in with the rebels. But every step Akeha takes towards the Machinists is a step away from his sister Mokoya. Can Akeha find peace without shattering the bond he shares with his twin sister?",69.62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yes",0.77523089805924
"3",12,"https://app.thestorygraph.com/books/034b147f-4217-4f01-a02d-49d18d9e526d","High Times in the Low Parliament","Kelly Robson","","9.78E+12","paperback","to-read","12/27/2023",NA,NA,0,"funny, lighthearted","fast","A mix","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Award-winning author Kelly Robson returns with High Times in the Low Parliament, a lighthearted romp through an 18th-century London featuring flirtatious scribes, irritable fairies, and the dangers of Parliament.Lana Baker is Aldgate’s finest scribe, with a sharp pen and an even sharper wit. Gregarious, charming, and ever so eager to please, she agrees to deliver a message for another lovely scribe in exchange for kisses and ends up getting sent to Low Parliament by a temperamental fairy as a result.As Lana transcribes the endless circular arguments of Parliament, the debates grow tenser and more desperate. Due to long-standing tradition, a hung vote will cause Parliament to flood and a return to endless war. Lana must rely on an unlikely pair of comrades—Bugbite, the curmudgeonly fairy, and Eloquentia, the bewitching human deputy—to save humanity (and maybe even woo one or two lucky ladies), come hell or high water.",34.12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Yes",0.775216113440509
"48",220,"https://app.thestorygraph.com/books/4319278a-e266-41e0-9355-5515429d5df3","A Wizard of Earthsea","Ursula K. Le Guin","","9.78E+12","paperback","to-read","12/27/2023",NA,NA,0,"adventurous","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"Yes","Ged, the greatest sorcerer in all Earthsea, was called Sparrowhawk in his reckless youth.&nbsp;Hungry for power and knowledge, Sparrowhawk tampered with long-held secrets and loosed a terrible shadow upon the world. This is the tale of his testing, how he mastered the mighty words of power, tamed an ancient dragon, and crossed death\'s threshold to restore the balance.",58.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes",0.774823961589032
"58",285,"https://app.thestorygraph.com/books/7b2fab15-c759-434a-a38d-57e0f698a79c","ASAP","Axie Oh","","9.78E+12","hardcover","to-read","1/1/2024",NA,NA,0,"adventurous, emotional","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","New York Times bestselling author Axie Oh\'s ASAP is the much anticipated companion novel to beloved romance XOXO, following fan favorites Sori, the wealthy daughter of a K-pop company owner, and Nathaniel, her K-pop star ex-boyfriend, in a swoon-worthy second chance love story.&nbsp;Sori has worked her whole life to become a K-pop idol, until she realizes she doesn’t want a life forever in the spotlight. But that’s not actually up to Sori—she’s caught between her exacting mother’s entertainment company and her father’s presidential aspirations. And as the pressure to keep her flawless public image grows, the last person she should be thinking about is her ex-boyfriend.&nbsp;Nathaniel is off limits—she knows this. A member of one of the biggest K-pop bands in the world and forbidden from dating, he isn’t any more of an option now than he was two years ago. Still, she can’t forget that their whirlwind romance was the last time she remembers being really happy. Or that his family welcomed her into their home when she needed it most. . . .&nbsp;So when Nathaniel finds himself rocked by scandal, Sori offers him a hideaway with her. And back in close quarters, it’s hard to deny their old feelings. But when Sori gets an opportunity to break free from her parent’s expectations, she will have to decide: Is her future worth sacrificing for a second chance at love?&nbsp;",51.01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yes",0.771724047451269
"109",557,"https://app.thestorygraph.com/books/e77d9e4f-5016-4aed-bb61-196843e6fc1d","Late to the Party","Kelly Quindlen","","9.78E+12","digital","to-read","9/15/2019",NA,NA,0,"emotional, lighthearted","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Seventeen is nothing like Codi Teller imagined.She’s never crashed a party, never stayed out too late. She’s never even been kissed. And it’s not just because she’s gay. It’s because she and her two best friends, Maritza and JaKory, spend more time in her basement watching Netflix than engaging with the outside world.So when Maritza and JaKory suggest crashing a party, Codi is highly skeptical. Those parties aren’t for kids like them. They’re for cool kids. Straight kids.But then Codi stumbles upon one of those cool kids, Ricky, kissing another boy in the dark, and an unexpected friendship is formed. In return for never talking about that kiss, Ricky takes Codi under his wing and draws her into a wild summer filled with late nights, new experiences, and one really cute girl named Lydia. The only problem? Codi never tells Maritza or JaKory about any of it.",73.47,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"Yes",0.760445057279293
"68",327,"https://app.thestorygraph.com/books/8948654c-8521-4fe9-9c8e-5fab0b9f7fc8","Two Twisted Crowns","Rachel Gillig","","9.78E+12","paperback","to-read","12/22/2023",NA,NA,0,"adventurous, mysterious","medium","A mix","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,"No","In the luscious, dark sequel to One Dark Window, Elspeth must face the consequences of what she\'s wrought - perfect for readers of Hannah Whitten\'s For the Wolf and Alexis Henderson\'s The Year of the Witching.Elspeth and Ravyn have gathered most of the twelve Providence Cards, but the last, and most important one remains to be found: The Twin Alders.If they are going to find it before the Solstice and cure the kingdom of the dark magic infecting it, they will need to journey beyond the dangerous mist-cloaked forest that surrounds their kingdom.And the only one who can lead them there is the monster that shares Elspeth\'s head. The Nightmare. And he\'s not eager to share any longer.",29.02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Yes",0.758887604054057
"63",300,"https://app.thestorygraph.com/books/804f7d0c-e388-4d3d-ba9c-31895b02b381","Chasing Vermeer (Scholastic Gold)","Blue Balliett","Brett Helquist (Illustrator)","9.78E+12","paperback","to-read","12/27/2023",NA,NA,0,"adventurous, lighthearted, mysterious","slow","Plot","No","Yes","Yes","No",NA,NA,NA,NA,NA,"Yes","This bewitching first novel is a puzzle, wrapped in a mystery, disguised as an adventure, and delivered as a work of art.Chasing Vermeer joins the Scholastic Gold line, which features award-winning and beloved novels. Includes exclusive bonus content  When a book of unexplainable occurences brings Petra and Calder together, strange things start to happen: Seemingly unrelated events connect; an eccentric old woman seeks their company; an invaluable Vermeer painting disappears. Before they know it, the two find themselves at the center of an international art scandal, where no one is spared from suspicion. As Petra and Calder are drawn clue by clue into a mysterious labyrinth, they must draw on their powers of intuition, their problem solving skills, and their knowledge of Vermeer. Can they decipher a crime that has stumped even the FBI?",52.73,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"Yes",0.758017779622231
"19",62,"https://app.thestorygraph.com/books/2001334a-5903-449d-9298-25f1e7385c74","Like a Love Story","Abdi Nazemian","","9.78E+12","hardcover","to-read","3/16/2019",NA,NA,0,"emotional","medium","Character","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,"No","Stonewall Honor Book&nbsp;\""""A love letter to queerness, self-expression, and individuality (also Madonna) that never shies away from the ever-present fear within the queer community of late \'80s New York, Like a Love Story made me feel so full--of hope, love, courage, pride, and awe for the many people who fought for love and self-expression in the face of discrimination, cruelty, and death.A book for warriors, divas, artists, queens, individuals, activists, trend setters, and anyone searching for the courage to be themselves.\""""--Mackenzi Lee, New York Times bestselling author of The Gentleman\'s Guide to Vice and VirtueIt\'s 1989 in New York City, and for three teens, the world is changing.Reza is an Iranian boy who has just moved to the city with his mother to live with his stepfather and stepbrother. He\'s terrified that someone will guess the truth he can barely acknowledge about himself. Reza knows he\'s gay, but all he knows of gay life are the media\'s images of men dying of AIDS.Judy is an aspiring fashion designer who worships her uncle Stephen, a gay man with AIDS who devotes his time to activism as a member of ACT UP. Judy has never imagined finding romance...until she falls for Reza and they start dating.Art is Judy\'s best friend, their school\'s only out and proud teen. He\'ll never be who his conservative parents want him to be, so he rebels by documenting the AIDS crisis through his photographs.As Reza and Art grow closer, Reza struggles to find a way out of his deception that won\'t break Judy\'s heart--and destroy the most meaningful friendship he\'s ever known.This is a bighearted, sprawling epic about friendship and love and the revolutionary act of living life to the fullest in the face of impossible odds.",29.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yes",0.756503734948662
"26",108,"https://app.thestorygraph.com/books/30ea1763-6c3a-480d-bf24-fdb31754a095","The Bodyguard","Katherine Center","","9.78E+12","hardcover","to-read","6/1/2023",NA,NA,0,"funny, lighthearted","fast","A mix","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,"No","She’s got his back.&nbsp;Hannah Brooks looks more like a kindergarten teacher than somebody who could kill you with a wine bottle opener. Or a ballpoint pen. Or a dinner napkin. But the truth is, she’s an Executive Protection Agent (aka \""""bodyguard\""""), and she just got hired to protect superstar actor Jack Stapleton from his middle-aged, corgi-breeding stalker.He’s got her heart.Jack Stapleton’s a household name—captured by paparazzi on beaches the world over, famous for, among other things, rising out of the waves in all manner of clingy board shorts and glistening like a Roman deity. But a few years back, in the wake of a family tragedy, he dropped from the public eye and went off the grid.They’ve got a secret.When Jack’s mom gets sick, he goes home to the family’s Texas ranch to help out. Only one catch: He doesn’t want his family to know about his stalker. Or the bodyguard thing. And so Hannah—against her will and her better judgment—finds herself pretending to be Jack’s girlfriend as a cover. Even though her ex, says no one will believe it.What could possibly go wrong?Hannah hardly believes it, herself. But the more time she spends with Jack, the more real it all starts to seem. And there lies the heartbreak. Because it’s easy for Hannah to protect Jack. But protecting her own, long-neglected heart? That’s the hardest thing she’s ever done.",71.75,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Yes",0.75575909507768
"76",379,"https://app.thestorygraph.com/books/9fecb180-9734-4684-b132-09f666b67518","Last Violent Call","Chloe Gong","","9.78E+12","hardcover","to-read","4/21/2023",NA,NA,0,"adventurous, lighthearted, mysterious","fast","A mix","No","Yes","Yes","No",NA,NA,NA,NA,NA,"No","From #1 New York Times bestselling author Chloe Gong comes two captivating new novellas surrounding the events of Foul Lady Fortune!In A Foul Thing, Roma and Juliette have established themselves as the heads of an underground weapons ring in Zhouzhuang, making a living the way they do best while remaining anonymous in their peaceful, quiet life. But when they hear about several Russian girls showing up dead in nearby towns, they decide to investigate—and ultimately discover that this mystery is much closer to home than they ever imagined.In This Foul Murder, Benedikt and Marshall have been summoned by Roma to find the illusive scientist, Lourens, and bring him to Zhouzhuang. Time is of the essence aboard the week-long Trans-Siberian Express, but when someone is murdered on board, Benedikt and Marshall convince the officer in charge not to stop the train so that they aren’t thrown off-schedule. Instead, they pretend that they are investigators and promise they can solve the murder, but as they dig deeper, they realize that the murder might having surprising ties to their own mission…&nbsp;",43.23,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"Yes",0.724146203653094
"2",4,"https://app.thestorygraph.com/books/017b363f-6965-461e-b560-2e22ebfc394c","Roses, in the Mouth of a Lion","Bushra Rehman","","9.78E+12","hardcover","to-read","12/27/2023",NA,NA,0,"emotional, funny, reflective","medium","Character","Yes","Yes","Yes","It's complicated",NA,NA,NA,NA,NA,"No","In the vein of On Earth We\'re Briefly Gorgeous and A Tree Grows in Brooklyn, an unforgettable story about female friendship and queer love in a Muslim-American community.Razia Mirza grows up amid the wild grape vines and backyard sunflowers of Corona, Queens, with her best friend, Saima, by her side. When a family rift drives the girls apart, Razia’s heart is broken. She finds solace in Taslima, a new girl in her close-knit Pakistani-American community. They embark on a series of small rebellions: listening to scandalous music, wearing miniskirts, and cutting school to explore the city.When Razia is accepted to Stuyvesant, a prestigious high school in Manhattan, the gulf between the person she is and the daughter her parents want her to be, widens. At Stuyvesant, Razia meets Angela and is attracted to her in a way that blossoms into a new understanding. When their relationship is discovered by an Aunty in the community, Razia must choose between her family and her own future.Punctuated by both joy and loss, full of ’80s music and beloved novels, Roses, in the Mouth of a Lion is a new classic: a fiercely compassionate coming-of-age story of a girl struggling to reconcile her heritage and faith with her desire to be true to herself.",44.41,0,0,0,1,1,0,0,0,0,0,1,0,0,0,"Yes",0.722359952866161
"80",411,"https://app.thestorygraph.com/books/a9af9a51-7153-429b-a865-28fd4085e39f","Circe","Madeline Miller","","9.78E+12","hardcover","to-read","2/11/2019",NA,NA,0,"adventurous, emotional, reflective","medium","Character","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,"No","The daring, dazzling, and highly anticipated follow-up to the New York Times bestseller The Song of Achilles that brilliantly reimagines the life of Circe, formidable sorceress of The OdysseyIn the house of Helios, god of the sun and mightiest of the Titans, a daughter is born. But Circe is a strange child—not obviously powerful like her father, nor viciously alluring like her mother. Turning to the world of mortals for companionship, she discovers that she does possess power—the power of witchcraft, which can transform rivals into monsters and menace the gods themselves.Threatened, Zeus banishes her to a deserted island, where she hones her occult craft, tames wild beasts, and crosses paths with many of the most famous figures in all of mythology, including the Minotaur; Daedalus and his doomed son, Icarus; the murderous Medea; and, of course, wily Odysseus.But there is danger, too, for a woman who stands alone, and Circe unwittingly draws the wrath of both men and gods, ultimately finding herself pitted against one of the most terrifying and vengeful of the Olympians. To protect what she loves most, Circe must summon all her strength and choose, once and for all, whether she belongs with the gods she is born from or the mortals she has come to love.With unforgettably vivid characters, mesmerizing language, and page-turning suspense, Circe is a triumph of storytelling, an intoxicating epic of family rivalry, palace intrigue, love, and loss, as well as a celebration of indomitable female strength in a man’s world.",16.7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"Yes",0.715427218784612
"52",261,"https://app.thestorygraph.com/books/7041d1e7-005d-44e3-8c74-09eb6f47bf47","Half a Soul","Olivia Atwater","","B086825NZ3","digital","to-read","5/30/2023",NA,NA,0,"adventurous, funny, lighthearted","fast","A mix","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,"No","It’s difficult to find a husband in Regency England when you’re a young lady with only half a soul.Ever since a faerie cursed her, Theodora Ettings has had no sense of fear, embarrassment, or even happiness—a condition which makes her sadly prone to accidental scandal. Dora’s only goal for the London Season this year is to stay quiet and avoid upsetting her cousin’s chances at a husband… but when the Lord Sorcier of England learns of her condition, she finds herself drawn ever more deeply into the tumultuous concerns of magicians and faeries.Lord Elias Wilder is handsome, strange, and utterly uncouth—but gossip says that he regularly performs three impossible things before breakfast, and he is willing to help Dora restore her missing half. If Dora’s reputation can survive both her ongoing curse and her sudden connection with the least-liked man in all of high society, then she may yet reclaim her normal place in the world… but the longer Dora spends with Elias Wilder, the more she begins to suspect that one may indeed fall in love, even with only half a soul.Pride and Prejudice meets Howl’s Moving Castle in this enthralling historical fantasy romance, where the only thing more meddlesome than faeries is a marriage-minded mama. Pick up Half a Soul, and be stolen away into debut author Olivia Atwater’s charming, magical version of Regency England!",22.28,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"Yes",0.704697272487067
"105",542,"https://app.thestorygraph.com/books/e0c62432-63f0-4dad-983d-868e9d90b665","Days at the Morisaki Bookshop","Satoshi Yagisawa","Eric Ozawa (Translator)","9.78E+12","paperback","to-read","9/7/2023",NA,NA,0,"emotional, lighthearted, reflective","fast","Character","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,"No","The wise and charming international bestseller and hit Japanese movie—about a young woman who loses everything but finds herself—a tale of new beginnings, romantic and family relationships, and the comfort that can be found in books. &nbsp;Twenty-five-year-old Takako has enjoyed a relatively easy existence—until the day her charming boyfriend Kashikoi, the man she expected to wed, casually announces he’s been cheating on her and is marrying the other woman. Suddenly, Takako’s life is in freefall. She loses her job, her friends, and her acquaintances, and spirals into a deep depression. In the depths of her despair, she receives a call from her distant uncle Ojisan.An unusual man who has always pursued something of an unconventional life, especially after his wife Momoko left him out of the blue five years earlier, Ojisan runs a second-hand bookshop in Jimbocho, Tokyo’s famous book district. Takako once looked down upon Ojisan’s life. Now, she reluctantly accepts his offer of the tiny room above the bookshop rent-free in exchange for helping out at the store. The move is temporary, until she can get her old life back. But in the months that follow, Takako surprises herself when she develops a passion for Japanese literature, becomes a regular at a local coffee shop where she befriends a graduate student, and eventually meets a young editor from a nearby publishing house who’s going through his own messy breakup.&nbsp;But just as she begins to find joy again, Kashikoi reappears, forcing Takako to rely once again on her uncle, whose own life has begun to unravel. Together, these seeming opposites work to understand each other and themselves as they continue to share the wisdom they’ve gained in the bookshop.&nbsp;",48.37,0,0,0,1,0,0,0,0,1,0,1,0,0,0,"Yes",0.697061637492766
"91",485,"https://app.thestorygraph.com/books/c7ab2231-8f91-4467-8ddd-f87b2a718425","The Falling in Love Montage","Ciara Smyth","","9.78E+12","hardcover","to-read","2/17/2020",NA,NA,0,"emotional, funny, lighthearted","medium","Character","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,"No","Two girls embark on a summer of montage-worthy dates (with a few strings attached) in this hilarious and heartfelt lesbian rom-com that’s perfect for fans of Becky Albertalli and Jenny Han.Seventeen-year-old cynic Saoirse Clarke isn’t looking for a relationship. But when she meets mischievous Ruby, that rule goes right out the window. Sort of.Because Ruby has a loophole in mind: a summer of all the best cliché movie montage dates, with a definite ending come fall—no broken hearts, no messy breakup. It would be the perfect plan, if they weren’t forgetting one thing about the Falling in Love Montage: when it’s over, the characters have fallen in love...for real.Ciara Smyth’s debut is a delightful, multilayered YA rom-com that will make you laugh, cry, and absolutely fall in love.",47.46,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"Yes",0.694762333781241
"53",267,"https://app.thestorygraph.com/books/719a1d78-6f52-46da-8bac-5cbe878b7755","Vagabonds!","Eloghosa Osunde","","9.78E+12","hardcover","to-read","12/22/2023",NA,NA,0,"challenging, dark, emotional","medium","Character","It's complicated","Yes","Yes","It's complicated",NA,NA,NA,NA,NA,"No","In the bustling streets and cloistered homes of Lagos, a cast of vivid characters—some haunted, some defiant—navigate danger, demons, and love in a quest to lead true lives. As in Nigeria, vagabonds are those whose existence is literally outlawed: the queer, the poor, the displaced, the footloose and rogue spirits. They are those who inhabit transient spaces, who make their paths and move invisibly, who embrace apparitions, old vengeances and alternative realities. Eloghosa Osunde’s brave, fiercely inventive novel traces a wild array of characters for whom life itself is a form of resistance: a driver for a debauched politician with the power to command life and death; a legendary fashion designer who gives birth to a grown daughter; a lesbian couple whose tender relationship sheds unexpected light on their experience with underground sex work; a wife and mother who attends a secret spiritual gathering that shifts her world. As their lives intertwine—in bustling markets and underground clubs, churches and hotel rooms—vagabonds are seized and challenged by spirits who command the city’s dark energy. Whether running from danger, meeting with secret lovers, finding their identities, or vanquishing their shadowselves, Osunde’s characters confront and support one another, before converging for the once-in-a-lifetime gathering that gives the book its unexpectedly joyous conclusion. Blending unvarnished realism with myth and fantasy, Vagabonds! is a vital work of imagination that takes us deep inside the hearts, minds, and bodies of a people in duress—and in triumph.",36.66,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Yes",0.68830363504571
"110",564,"https://app.thestorygraph.com/books/eae402b7-99c9-4f03-8762-b3decef359f8","Chain-Gang All-Stars","Nana Kwame Adjei-Brenyah","","9.78E+12","hardcover","to-read","12/10/2023",NA,NA,0,"challenging, dark, tense","medium","A mix","Yes","It's complicated","Yes","Yes",NA,NA,NA,NA,NA,"Yes","The explosive, hotly-anticipated debut novel from the New York Times-bestselling author of Friday Black, about two top women gladiators fighting for their freedom within a depraved private prison system not so far-removed from America’s own.Loretta Thurwar and Hamara “Hurricane Staxxx” Stacker are the stars of Chain-Gang All-Stars, the cornerstone of CAPE, or Criminal Action Penal Entertainment, a highly-popular, highly-controversial, profit-raising program in America’s increasingly dominant private prison industry. It’s the return of the gladiators and prisoners are competing for the ultimate prize: their freedom.In CAPE, prisoners travel as Links in Chain-Gangs, competing in death-matches for packed arenas with righteous protestors at the gates. Thurwar and Staxxx, both teammates and lovers, are the fan favorites. And if all goes well, Thurwar will be free in just a few matches, a fact she carries as heavily as her lethal hammer. As she prepares to leave her fellow Links, she considers how she might help preserve their humanity, in defiance of these so-called games, but CAPE’s corporate owners will stop at nothing to protect their status quo and the obstacles they lay in Thurwar’s path have devastating consequences.Moving from the Links in the field to the protestors to the CAPE employees and beyond, Chain-Gang All-Stars is a kaleidoscopic, excoriating look at the American prison system’s unholy alliance of systemic racism, unchecked capitalism, and mass incarceration, and a clear-eyed reckoning with what freedom in this country really means from a “new and necessary American voice” (Tommy Orange, The New York Times Book Review).",12.47,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Yes",0.642729489394782
"83",417,"https://app.thestorygraph.com/books/ac3cfead-7346-4681-9c64-4eac5b1e722b","Women and Children First","Alina Grabowski","","9.78E+12","hardcover","to-read","1/25/2024",NA,NA,0,"emotional, reflective, sad","slow","Character","It's complicated","Yes","No","Yes",NA,NA,NA,NA,NA,"No","Elizabeth Strout\'s Anything is Possible meets Celeste Ng\'s Everything I Never Told You in Alina Grabowski\'s Women and Children First, a breathtaking literary debut that unwinds the private lives of ten women as they confront tragedy in a small Massachusetts town.Nashquitten, MA, is a decaying coastal enclave that not even tourist season can revive, full of locals who have run the town\'s industries for generations. So, when a young woman dies at a house party, the circumstances around her death suspiciously unclear, the tight-knit community of Nashquitten is shaken. As a mother grieves her daughter, a teacher her student, a best friend her confidante, the events around this tragedy become a lightning rod: blame is cast, secrets are buried deeper. Some are left to pick up the pieces, while others turn their backs, and all the while, a truth about that dreadful night begins to emerge.Told through the eyes of ten local women, Grabowski\'s Women and Children First is an exquisite portrait of grief and a powerful reminder of life\'s interconnectedness. Touching on womanhood, class, and sexuality, ambition, disappointment, and tragedy, this novel is a stunning rendering of love and loss, and a bracing lesson from a phenomenal new literary talent that no one walks this earth alone.",37.71,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"Yes",0.635586842486905
"96",502,"https://app.thestorygraph.com/books/d25374cc-a999-4327-a7a2-83eaca98d6c7","Temporary","Hilary Leichter","","9.78E+12","paperback","to-read","12/27/2023",NA,NA,0,"adventurous, funny, reflective","fast","A mix","It's complicated","Yes","It's complicated","Yes",NA,NA,NA,NA,NA,"No","EIGHTEEN BOYFRIENDS, TWENTY-THREE JOBS, AND ONE GHOST WHO OCCASIONALLY POPS IN TO GIVE ADVICE: TEMPORARY CASTS A HILARIOUS AND TENDER EYE TOWARD THE STRUGGLE FOR HAPPINESS UNDER LATE CAPITALISM.In Temporary, a young woman’s workplace is the size of the world. She fills increasingly bizarre placements in search of steadiness, connection, and something, at last, to call her own. Whether it’s shining an endless closet of shoes, swabbing the deck of a pirate ship, assisting an assassin, or filling in for the Chairman of the Board, for the mythical Temporary, “there is nothing more personal than doing your job.”This riveting quest, at once hilarious and profound, will resonate with anyone who has ever done their best at work, even when the work is only temporary.",38.02,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"Yes",0.624038444971329
"97",503,"https://app.thestorygraph.com/books/d254a7b1-34c2-4c4e-853e-2b18da0d9c91","Our Wives Under the Sea","Julia Armfield","","9.78E+12","hardcover","to-read","12/27/2023",NA,NA,0,"dark, emotional, mysterious","slow","Character","It's complicated","Yes","Yes","Yes",NA,NA,NA,NA,NA,"Yes","Fathomlessly inventive and original, Julia Armfield’s Our Wives Under the Sea is a portrait of marriage as we’ve never seen it before.Leah is changed. A marine biologist, she left for a routine expedition months earlier, only this time her submarine sank to the sea floor. When she finally surfaces and returns home, her wife Miri knows that something is wrong. Barely eating and lost in her thoughts, Leah rotates between rooms in their apartment, running the taps morning and night. Whatever happened in that vessel, whatever it was they were supposed to be studying before they were stranded, Leah has carried part of it with her, onto dry land and into their home. As Miri searches for answers, desperate to understand what happened below the water, she must face the possibility that the woman she loves is slipping from her grasp.By turns elegiac and furious, wry and heartbreaking, Our Wives Under the Sea is an exploration of the unknowable depths within each of us, and the love that compels us nevertheless toward one another.",50.5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"Yes",0.588822795363298
"100",530,"https://app.thestorygraph.com/books/da391079-005c-41bf-8c1a-0fb155cd7677","The Ballad of Songbirds and Snakes","Suzanne Collins","","9.78E+12","hardcover","to-read","9/7/2023",NA,NA,0,"adventurous, dark, tense","medium","A mix","Yes","It's complicated","Yes","Yes",NA,NA,NA,NA,NA,"Yes","Ambition will fuel him.&nbsp;Competition will drive him.&nbsp;But power has its price.&nbsp;It is the morning of the reaping that will kick off the tenth annual Hunger Games. In the Capitol, eighteen-year-old Coriolanus Snow is preparing for his one shot at glory as a mentor in the Games. The once-mighty house of Snow has fallen on hard times, its fate hanging on the slender chance that Coriolanus will be able to outcharm, outwit, and outmaneuver his fellow students to mentor the winning tribute.&nbsp;The odds are against him. He\'s been given the humiliating assignment of mentoring the female tribute from District 12, the lowest of the low. Their fates are now completely intertwined -- every choice Coriolanus makes could lead to favor or failure, triumph or ruin. Inside the arena, it will be a fight to the death. Outside the arena, Coriolanus starts to feel for his doomed tribute... and must weigh his need to follow the rules against his desire to survive no matter what it takes.",64.64,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"Yes",0.578657237331575
