"","V1","Link","Title","Authors","Contributors","ISBN.UID","Format","Read.Status","Date.Added","Last.Date.Read","Dates.Read","Read.Count","Moods","Pace","Character..or.Plot.Driven.","Strong.Character.Development.","Loveable.Characters.","Diverse.Characters.","Flawed.Characters.","Star.Rating","Review","Content.Warnings","Content.Warning.Description","Tags","Owned.","Description","FRE","adventurous","challenging","dark","emotional","funny","hopeful","informative","inspiring","lighthearted","mysterious","reflective","relaxing","sad","tense","recc"
"14",19,"https://app.thestorygraph.com/books/07e304c4-fc66-4bc4-980a-0e59105ff158","The Hand on the Wall","Maureen Johnson","","9.78E+12","hardcover","read","2/15/2022","2/14/2022","2/14/2022",1,"adventurous, dark, mysterious, tense","fast","A mix","Yes","Yes","No","It's complicated",4.25,"","",NA,NA,"No","New York Times and USA Today bestseller&nbsp;New York Times bestselling author Maureen Johnson delivers the witty and pulse-pounding conclusion to the Truly Devious series as Stevie Bell solves the mystery that has haunted Ellingham Academy for over 75 years.Ellingham Academy must be cursed. Three people are now dead. One, a victim of either a prank gone wrong or a murder. Another, dead by misadventure. And now, an accident in Burlington has claimed another life. All three in the wrong place at the wrong time. All at the exact moment of Stevie\'s greatest triumph . . .&nbsp;She knows who Truly Devious is. She\'s solved it. The greatest case of the century.At least, she thinks she has. With this latest tragedy, it\'s hard to concentrate on the past. Not only has someone died in town, but David disappeared of his own free will and is up to something. Stevie is sure that somehow--somehow--all these things connect. The three deaths in the present. The deaths in the past. The missing Alice Ellingham and the missing David Eastman. Somewhere in this place of riddles and puzzles there must be answers.Then another accident occurs as a massive storm heads toward Vermont. This is too much for the parents and administrators. Ellingham Academy is evacuated. Obviously, it\'s time for Stevie to do something stupid. It\'s time to stay on the mountain and face the storm--and a murderer.In the tantalizing finale to the Truly Devious trilogy, New York Times bestselling author Maureen Johnson expertly tangles her dual narrative threads and ignites an explosive end for all who\'ve walked through Ellingham Academy.",66.64,1,0,1,0,0,0,0,0,0,1,0,0,0,1,"Yes"
"29",37,"https://app.thestorygraph.com/books/11a59c37-45cd-45df-b415-bad0f3e831c6","Redemptor","Jordan Ifueko","","9.78E+12","hardcover","read","5/1/2022","7/6/2022","2022/07/05-2022/07/06",1,"adventurous, challenging, hopeful, inspiring, reflective","medium","A mix","Yes","Yes","Yes","Yes",5,"","",NA,NA,"No","The hotly anticipated sequel to the instant New York Timesbestselling YA fantasy about Tarisai\'s quest to change her fate\n\nFor the first time, an Empress Redemptor sits on Aritsar\'s throne. To appease the sinister spirits of the dead, Tarisai must now anoint a council of her own, coming into her full power as a Raybearer. She must then descend into the Underworld, a sacrifice to end all future atrocities.\n\nTarisai is determined to survive. Or at least, that\'s what she tells her increasingly distant circle of friends. Months into her shaky reign as empress, child spirits haunt her, demanding that she pay for past sins of the empire.\n\nWith the lives of her loved ones on the line, assassination attempts from unknown quarters, and a handsome new stranger she can\'t quite trust . . . Tarisai fears the pressure may consume her. But in this finale to the Raybearer duology, Tarisai must learn whether to die for justice . . . or to live for it.",57.2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,"Yes"
"38",51,"https://app.thestorygraph.com/books/174058c5-f1d1-43e2-ae17-6534b226bee9","The Chalice of the Gods","Rick Riordan","","9.78E+12","hardcover","read","5/10/2023","9/26/2023","2023/09/26-2023/09/26",1,"adventurous, emotional, lighthearted, mysterious","medium","A mix","Yes","Yes","Yes","Yes",4.5,"","",NA,NA,"Yes","The original heroes from The Lightning Thief are reunited for their biggest challenge yet: getting Percy to college when the gods are standing in his way.After saving the world multiple times, Percy Jackson is hoping to have a normal senior year. Unfortunately, the gods aren’t quite done with him. Percy will have to fulfill three quests in order to get the necessary three letters of recommendation from Mount Olympus for college.The first quest is to help Zeus’s cup-bearer retrieve his goblet before it falls into the wrong hands. Can Percy, Grover, and Annabeth find it in time?Readers new to Percy Jackson and fans who have been awaiting this reunion for more than a decade will delight equally in this latest hilarious take on Greek mythology.&nbsp;",48.17,1,0,0,1,0,0,0,0,1,1,0,0,0,0,"Yes"
"70",93,"https://app.thestorygraph.com/books/2a9a42dd-1dcf-4092-a211-13166e1ee890","To Shape a Dragon's Breath","Moniquill Blackgoose","","9.78E+12","paperback","read","8/22/2023","9/24/2023","2023/09/21-2023/09/24",1,"adventurous, challenging, emotional, reflective","medium","A mix","Yes","Yes","Yes","No",5,"","",NA,NA,"Yes","A young, Indigenous woman enters a colonizer-run dragon academy after bonding with a hatchling—and quickly finds herself at odds with the “approved” way of doing things—in the first book of a brilliant new fantasy series.The remote island of Masquapaug has not seen a dragon in many generations—until fifteen-year-old Anequs finds a dragon’s egg and bonds with its hatchling. Her people are delighted, for all remember the tales of the days when dragons lived among them and danced away the storms of autumn, enabling the people to thrive. To them, Anequs is revered as Nampeshiweisit—a person in a unique relationship with a dragon.Unfortunately for Anequs, the Anglish conquerors of her land have different opinions. They have a very specific idea on how a dragon should be raised—and who should be doing the raising—and Anequs does not meet any of their requirements. Only with great reluctance do they allow Anequs to enroll in a proper Anglish dragon school on the mainland. If she cannot succeed there, then her dragon will be killed.For a girl with no formal schooling, a non-Anglish upbringing, and a very different understanding of the history of her land challenges abound—both socially and academically. But Anequs is smart and determined, and resolved to learn what she needs to help her dragon, even if it means teaching herself. The one thing she refuses to do, however, is become the meek Anglish miss that everyone expects.Anequs and her dragon may be coming of age, but they’re also coming to power, and that brings an important realization: the world needs changing—and they might just be the ones to do it.&nbsp;",45.93,1,1,0,1,0,0,0,0,0,0,1,0,0,0,"Yes"
"90",116,"https://app.thestorygraph.com/books/35a6f5e2-a3d0-410a-92b3-684db49b4c63","A Fragile Enchantment","Allison Saft","","9.78E+12","hardcover","read","1/3/2024","1/26/2024","2024/01/24-2024/01/26",1,"adventurous, emotional, mysterious","medium","A mix","Yes","Yes","Yes","Yes",4,"","",NA,NA,"Yes","In this romantic fantasy of manners from New York Times bestselling author Allison Saft, a magical dressmaker commissioned for a royal wedding finds herself embroiled in scandal when a gossip columnist draws attention to her undeniable chemistry with the groom.Niamh Ó Conchobhair has never let herself long for more. The magic in her blood that lets her stitch emotions and memories into fabric is the same magic that will eventually kill her. Determined to spend the little time she has left guaranteeing a better life for her family, Niamh jumps at the chance to design the wardrobe for a royal wedding in the neighboring kingdom of Avaland.&nbsp;But Avaland is far from the fairytale that she imagined. While young nobles attend candlelit balls and elegant garden parties, unrest brews amid the working class. The groom himself, Kit Carmine, is prickly, abrasive, and begrudgingly being dragged to the altar as a political pawn. But when Niamh and Kit grow closer, an unlikely friendship blossoms into something more—until an anonymous gossip columnist starts buzzing about their chemistry, promising to leave them alone only if Niamh helps to uncover the royal family’s secrets. The rot at the heart of Avaland runs deep, but exposing it could risk a future she never let herself dream of, and a love she never thought possible.Transporting readers to a Regency England-inspired fantasy world, A Fragile Enchantment is a sweeping romance threaded with intrigue, unforgettable characters, and a love story for the ages.",36.05,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"Yes"
"99",127,"https://app.thestorygraph.com/books/3a7cd7aa-819e-4d37-8129-911a15a34589","Threads That Bind","Kika Hatzopoulou","","9.78E+12","hardcover","read","5/10/2023","6/4/2023","2023/06/03-2023/06/04",1,"adventurous, dark, mysterious","medium","A mix","Yes","Yes","N/A","Yes",4,"","",NA,NA,"Yes","In a world where the children of the gods inherit their powers, a descendant of the Greek Fates must solve a series of impossible murders to save her sisters, her soulmate, and her city.Descendants of the Fates are always born in threes: one to weave, one to draw, and one to cut the threads that connect people to the things they love and to life itself. The Ora sisters are no exception. Io, the youngest, uses her Fate-born abilities as a private investigator in the half-sunken city of Alante.But her latest job leads her to a horrific discovery: somebody is abducting women, maiming their life-threads, and setting the resulting wraiths loose in the city to kill. To find the culprit, she must work alongside Edei Rhuna, the right hand of the infamous Mob Queen—and the boy with whom she shares a rare fate-thread linking them as soul mates before they’ve even met.The investigation turns personal when Io’s estranged oldest sister shows up on the arm of her best suspect. Amid unveiled secrets from her past and her growing feelings for Edei, Io must follow clues through the city’s darkest corners and unearth a conspiracy that involves some of the city’s most powerful players before destruction comes to her own doorstep.",45.77,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"Yes"
"109",138,"https://app.thestorygraph.com/books/4132a7cd-f367-487e-b6a1-2f957883aace","Godslayers","Zoe Hana Mikuta","","9.78E+12","hardcover","read","11/10/2022","11/11/2022","2022/11/09-2022/11/11",1,"adventurous, emotional, tense","fast","Plot","It's complicated","Yes","Yes","It's complicated",3.5,"","",NA,NA,"No","The only way to kill a god is from the inside...The Gearbreakers struck a devastating blow against Godolia on Heavensday, but the cost of victory has been steep. Months later, the few rebels who\'ve managed to escape the tyrannical empire\'s bloody retribution have fled to the mountains, hunted by the last Zenith—Godolia\'s only surviving leader.Eris has been held prisoner since the attack on the capital city, which almost killed her. And she begins to wish it had when she discovers Sona—the girl she loves, the girl she would tear down cities for—also survived, only to be captured and corrupted by the Zenith. The cybernetic brainwashing that Sona has forcibly undergone now has her believing herself a loyal soldier for Godolia, and Eris\' mortal enemy.With the rebellion shattered and Godolia moving forward with an insidious plan to begin inducting Badlands children into a new Windup Pilot program, the odds have never been more stacked against the Gearbreakers. Their last hope for victory will depend on whether Eris and Sona can somehow find their way back to each other from opposite sides of a war...",42.79,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"No"
"114",145,"https://app.thestorygraph.com/books/437716ca-4424-42da-ab82-4047dc3df3e6","The Cartographers","Peng Shepherd","","9.78E+12","hardcover","read","3/20/2022","3/21/2022","2022/03/19-2022/03/21",1,"adventurous, emotional, mysterious, sad","medium","Plot","It's complicated","Yes","Yes","Yes",4.5,"","",NA,NA,"Yes","From the critically acclaimed author of The Book of M, a highly imaginative thriller about a young woman who discovers that a strange map in her deceased father’s belongings holds an incredible, deadly secret—one that will lead her on an extraordinary adventure and to the truth about her family’s dark history.What is the purpose of a map?Nell Young’s whole life and greatest passion is cartography. Her father, Dr. Daniel Young, is a legend in the field, and Nell’s personal hero. But she hasn\'t seen or spoken to him ever since he cruelly fired her and destroyed her reputation after an argument over an old, cheap gas station highway map.But when Dr. Young is found dead in his office at the New York Public Library, with the very same seemingly worthless map hidden in his desk, Nell can’t resist investigating. To her surprise, she soon discovers that the map is incredibly valuable, and also exceedingly rare. In fact, she may now have the only copy left in existence… because a mysterious collector has been hunting down and destroying every last one—along with anyone who gets in the way.But why?To answer that question, Nell embarks on a dangerous journey to reveal a dark family secret, and discover the true power that lies in maps...Perfect for fans of Joe Hill and V.E. Schwab, The Cartographers is an ode to art and science, history and magic—a spectacularly imaginative, modern story about an ancient craft and places still undiscovered.",48.98,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"Yes"
"116",147,"https://app.thestorygraph.com/books/7d37cc44-60fe-4384-9117-f143752d9920","The Ballad Of Never After","Stephanie Garber","","9.78E+12","hardcover","read","3/2/2023","3/3/2023","2023/03/01-2023/03/03",1,"adventurous, emotional, mysterious","fast","Plot","It's complicated","Yes","No","Yes",3.75,"","",NA,NA,"No","Stephanie Garber\'s The Ballad of Never After is the fiercely-anticipated sequel to the Once Upon a Broken Heart, starring Evangeline Fox and the Prince of Hearts on a new journey of magic, mystery, and heartbreakNot every love is meant to be.After Jacks, the Prince of Hearts, betrays her, Evangeline Fox swears she\'ll never trust him again. Now that she’s discovered her own magic, Evangeline believes she can use it to restore the chance at happily ever after that Jacks stole away.But when a new terrifying curse is revealed, Evangeline finds herself entering into a tenuous partnership with the Prince of Hearts again. Only this time, the rules have changed. Jacks isn’t the only force Evangeline needs to be wary of. In fact, he might be the only one she can trust, despite her desire to despise him.Instead of a love spell wreaking havoc on Evangeline’s life, a murderous spell has been cast. To break it, Evangeline and Jacks will have to do battle with old friends, new foes, and a magic that plays with heads and hearts. Evangeline has always trusted her heart, but this time she’s not sure she can. . . .&nbsp;",60.58,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"Yes"
"123",156,"https://app.thestorygraph.com/books/4844447a-8582-4657-b33b-427fdf4b5fbf","Dear Medusa","Olivia A. Cole","","9.78E+12","hardcover","read","6/28/2023","6/28/2023","2023/06/27-2023/06/28",1,"challenging, emotional, reflective","medium","Character","Yes","Yes","N/A","It's complicated",3,"","",NA,NA,"No","This searing and intimate novel in verse follows a sixteen-year-old girl coping with sexual abuse as she grapples with how to reclaim her story, her anger, and her body in a world that seems determined to punish her for the sin of surviving.Sixteen-year-old Alicia Rivers has a reputation that precedes her. But there’s more to her story than the whispers that follow her throughout the hallways at school—whispers that splinter into a million different insults that really mean: a girl who has had sex. But what her classmates don\'t know is that Alicia was sexually abused by a popular teacher, and that trauma has rewritten every cell in her body into someone she doesn\'t recognize. To the world around her, she’s been cast, like the mythical Medusa, as not the victim but the monster of her own story: the slut who asked for it.&nbsp;Alicia was abandoned by her best friend, quit the track team, and now spends her days in detention feeling isolated and invisible. When mysterious letters left in her locker hint at another victim, Alicia struggles to keep up the walls she\'s built around her trauma. At the same time, her growing attraction to a new girl in school makes her question what those walls are really keeping out.&nbsp;",52.67,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"No"
"152",197,"https://app.thestorygraph.com/books/57aa7dd1-9006-4670-bce9-4b343c584873","Small Angels","Lauren Owen","","9.78E+12","hardcover","read","8/7/2022","8/9/2022","2022/08/07-2022/08/09",1,"adventurous, dark, emotional, mysterious, reflective, sad","medium","A mix","Yes","Yes","It's complicated","It's complicated",4,"","",NA,NA,"Yes","In a hypnotic tale of sisterhood, first love, and hauntings, a wedding in a small English village stirs up unsettling magic and forces a troubled family’s secrets out into the open.“A twisting gothic tale of darkness, intrigue, heartbreak, and revenge.”—Jennifer Saint, author of AriadneThe woods are stirring again. . . .Lucia and her sisters grew up on the edge of Mockbeggar Woods. They knew it well—its danger, but also its beauty. As a lonely teenager, Kate was drawn to these sisters, who were unlike anyone she’d ever met. But when they brought her into the woods, something dark was awakened, and Kate has never been able to escape the terrible truth of what happened there.Chloe has been planning her dream wedding for months. She has the dress, the flowers, and the perfect venue: Small Angels, a charming old church set alongside dense, green woods in the village that her fiancé, Sam, and his sister, Kate, grew up in. But days before the ceremony, Chloe starts to learn of unsettling stories about Small Angels and Mockbeggar Woods. And worse, she begins to see, smell, and hear things that couldn’t possibly be real.Now, Kate is returning home for the first time in years—for Sam and Chloe’s wedding. But the woods are stirring again, and Kate must reconnect with Lucia, her first love, to protect Chloe, the village, and herself. An unforgettable novel about the memories that hold us back and those that show us the way forward, this is storytelling at its most magical. Enter Small Angels, if you dare.",62.41,1,0,1,1,0,0,0,0,0,1,1,0,1,0,"Yes"
"186",235,"https://app.thestorygraph.com/books/68f915dc-750f-4f24-b464-fe316fd042e4","Drizzle, Dreams, and Lovestruck Things","Maya Prasad","","","","read","11/24/2022","12/3/2022","2022/11/30-2022/12/03",1,"emotional, hopeful, lighthearted","medium","Character","Yes","Yes","Yes","Yes",4,"","",NA,NA,"Yes","Four sisters, four seasons, four flavors of romance. The Singh sisters grew up helping their father navigate the bustle of the Songbird Inn. Nestled on dreamy and drizzly Orcas Island in the Pacific Northwest, the inn\'s always been warm and cozy and filled with interesting guests—the perfect home. But things are about to heat up now that the Songbird has been named the Most Romantic Inn in America.Nidhi has everything planned out—until a storm brings a wayward tree crashing into her life one autumn . . . and along with it, an intriguing construction worker and a yearning for her motherland. Suddenly, she\'s questioning everything she thought she wanted.Avani can\'t sit still. If she does, her grief for Pop, their dad\'s late husband, will overwhelm her. So she keeps moving as much as she can, planning an elaborate Winter Ball in Pop\'s memory. Until a blizzard traps her in a barn with the boy she accidentally stood up and has been actively avoiding ever since.Sirisha loves seeing the world through her camera, but her shyness prevents her from stepping out from behind the lens. Talking to girls is such a struggle! When a pretty actress comes to the Songbird with her theater troupe, spring has sprung for Sirisha—if only she can find the words.Rani is a hopeless romantic through and through. After gently nudging her sisters to open their hearts, she is convinced it\'s finally her turn to find love. When two potential suitors float in on a summer breeze, Rani is swept up in grandeur to match her wildest Bollywood dreams. But which boy is the one she\'s meant to be with?Ultimately, the magic of the Songbird Inn leads the tight-knit Singh sisters to new passions and breathtaking kisses—and to unearth the truest versions of themselves.",65.46,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"Yes"
"194",244,"https://app.thestorygraph.com/books/6b55a59d-cb0a-4dc1-9a78-be148f7e6791","What the River Knows","Isabel Ibañez","","9.78E+12","hardcover","read","11/20/2023","11/23/2023","2023/11/20-2023/11/23",1,"adventurous, challenging, emotional, mysterious, tense","medium","A mix","It's complicated","It's complicated","Yes","Yes",3.25,"","",NA,NA,"Yes","The Mummy meets Death on the Nile in this lush, immersive historical fantasy set in Egypt filled with adventure, a rivals-to-lovers romance, and a dangerous race.Bolivian-Argentinian Inez Olivera belongs to the glittering upper society of nineteenth century Buenos Aires, and like the rest of the world, the town is steeped in old world magic that’s been largely left behind or forgotten. Inez has everything a girl might want, except for the one thing she yearns the most: her globetrotting parents—who frequently leave her behind.When she receives word of their tragic deaths, Inez inherits their massive fortune and a mysterious guardian, an archeologist in partnership with his Egyptian brother-in-law. Yearning for answers, Inez sails to Cairo, bringing her sketch pads and a golden ring her father sent to her for safekeeping before he died. But upon her arrival, the old world magic tethered to the ring pulls her down a path where she soon discovers there’s more to her parent’s disappearance than what her guardian led her to believe.With her guardian’s infuriatingly handsome assistant thwarting her at every turn, Inez must rely on ancient magic to uncover the truth about her parent’s disappearance—or risk becoming a pawn in a larger game that will kill her.",19.71,1,1,0,1,0,0,0,0,0,1,0,0,0,1,"No"
"198",248,"https://app.thestorygraph.com/books/6cf82b39-42ff-4d61-8023-61513a4cefda","Mirror Girls","Kelly McWilliams","","9.78E+12","hardcover","read","10/4/2022","10/6/2022","2022/10/05-2022/10/06",1,"challenging, emotional, hopeful, mysterious","fast","A mix","It's complicated","Yes","Yes","Yes",4,"","",NA,NA,"No","A thrilling gothic horror novel about biracial twin sisters separated at birth, perfect for fans of Lovecraft Country and The Vanishing Half&nbsp;As infants, twin sisters Charlie Yates and Magnolia Heathwood were secretly separated after the brutal lynching of their parents, who died for loving across the color line. Now, at the dawn of the Civil Rights Movement, Charlie is a young Black organizer in Harlem, while white-passing Magnolia is the heiress to a cotton plantation in rural Georgia.&nbsp;Magnolia knows nothing of her racial heritage, but secrets are hard to keep in a town haunted by the ghosts of its slave-holding past. When Magnolia finally learns the truth, her reflection mysteriously disappears from mirrors—the sign of a terrible curse. Meanwhile, in Harlem, Charlie’s beloved grandmother falls ill. Her final wish is to be buried back home in Georgia—and, unbeknownst to Charlie, to see her long-lost granddaughter, Magnolia Heathwood, one last time. So Charlie travels into the Deep South, confronting the land of her worst nightmares—and Jim Crow segregation.&nbsp;",43.26,0,1,0,1,0,1,0,0,0,1,0,0,0,0,"Yes"
"208",259,"https://app.thestorygraph.com/books/6f3d0298-a94a-46f8-ae70-370f1e810144","Summer in the City of Roses","Michelle Ruiz Keil","","9.78E+12","hardcover","read","5/27/2022","5/29/2022","2022/05/26-2022/05/29",1,"adventurous, challenging, dark, emotional, reflective","medium","Character","Yes","It's complicated","Yes","Yes",3.25,"","",NA,NA,"No","Inspired by the Greek myth of Iphigenia and the Grimm fairy tale Brother and Sister, Michelle Ruiz Keil\'s second novel follows two siblings torn apart and struggling to find each other in early \'90s Portland.  All her life, seventeen-year-old Iph has protected her sensitive younger brother, Orr. But this summer, with their mother gone at an artist residency, their father decides it\'s time for fifteen-year-old Orr to toughen up at a wilderness boot camp. When he brings Iph to a work gala in downtown Portland and breaks the news, Orr has already been sent away. Furious at his betrayal, Iph storms off and gets lost in the maze of Old Town. Enter George, a queer Robin Hood who swoops in on a bicycle, bow and arrow at the ready, offering Iph a place to hide out while she figures out how to track down Orr. Orr, in the meantime, has escaped the camp and fallen in with The Furies, an all-girl punk band, and moves into the coat closet of their ramshackle pink house. In their first summer apart, Iph and Orr must learn to navigate their respective new spaces of music, romance, and sex work activism--and find each other to try to stop a transformation that could fracture their family forever.  Told through a lens of magical realism and steeped in myth,  Summer in the City of Roses is a dazzling tale about the pain and beauty of growing up.",61.94,1,1,1,1,0,0,0,0,0,0,1,0,0,0,"No"
"213",265,"https://app.thestorygraph.com/books/712b1613-a0a2-4044-b029-292824a93c0f","Anatomy: A Love Story","Dana Schwartz","","9.78E+12","hardcover","read","9/27/2022","9/28/2022","2022/09/26-2022/09/28",1,"adventurous, emotional, informative","medium","A mix","Yes","Yes","No","Yes",4.5,"","",NA,NA,"No","Dana Schwartz’s Anatomy: A Love Story is a gothic tale full of mystery and romance.&nbsp; Hazel Sinnett is a lady who wants to be a surgeon more than she wants to marry.&nbsp; Jack Currer is a resurrection man who’s just trying to survive in a city where it’s too easy to die.&nbsp; When the two of them have a chance encounter outside the Edinburgh Anatomist’s Society, Hazel thinks nothing of it at first. But after she gets kicked out of renowned surgeon Dr. Beecham’s lectures for being the wrong gender, she realizes that her new acquaintance might be more helpful than she first thought. Because Hazel has made a deal with Dr. Beecham: if she can pass the medical examination on her own, Beecham will allow her to continue her medical career. Without official lessons, though, Hazel will need more than just her books—she’ll need corpses to study.&nbsp; Lucky that she’s made the acquaintance of someone who digs them up for a living, then.&nbsp; But Jack has his own problems: strange men have been seen skulking around cemeteries, his friends are disappearing off the streets, and the dreaded Roman Fever, which wiped out thousands a few years ago, is back with a vengeance. Nobody important cares—until Hazel.&nbsp; Now, Hazel and Jack must work together to uncover the secrets buried not just in unmarked graves, but in the very heart of Edinburgh society.",54.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"Yes"
"238",302,"https://app.thestorygraph.com/books/8090a109-8d00-4d8e-a0d6-af49b4201d94","The Restless Dark","Erica Waters","","9.78E+12","hardcover","read","2/1/2023","2/1/2023","2023/01/31-2023/02/01",1,"dark, emotional, mysterious, tense","medium","A mix","Yes","It's complicated","Yes","Yes",4,"","",NA,NA,"No","Sadie meets Wilder Girls in this unnerving tale about the struggle for survival, the twisted satisfaction of revenge, and the darkness hiding in all of us. From Erica Waters, the acclaimed author of Ghost Wood Song and The River Has Teeth, this mystery will haunt you to the end.Enter Cloudkiss Canyon at your own risk.&nbsp;This newest novel from Erica Waters follows three girls at a true-crime contest to find the bones of a lost killer—even as a mysterious force pulls at the contestants’ darkest desires.The Cloudkiss Killer is dead. Now a true-crime podcast is hosting a contest to find his bones.Lucy was almost the serial killer’s final victim. Carolina is a true-crime fan who fears her own rage. Maggie is a psychology student with a little too much to hide.All of them are looking for answers, for a new identity, for a place to bury their secrets.But there are more than bones hiding in the shadows…sometimes the darkness inside is more frightening than anything the dead leave behind.",54.29,0,0,1,1,0,0,0,0,0,1,0,0,0,1,"Yes"
"250",317,"https://app.thestorygraph.com/books/8675f9ff-e0c1-42cd-b3c0-291149a98723","Gwen and Art Are Not in Love","Lex Croucher","","9.78E+12","hardcover","read","5/10/2023","12/24/2023","2023/12/22-2023/12/24",1,"emotional, funny, hopeful, mysterious","medium","A mix","Yes","Yes","Yes","Yes",4,"","",NA,NA,"Yes","Heartstopper meets A Knight’s Tale in this queer medieval rom com about love, friendship, and being brave enough to change the course of history.It’s been hundreds of years since King Arthur’s reign. His descendant, Arthur, a future Lord and general gadabout, has been betrothed to Gwendoline, the quick-witted, short-tempered princess of England, since birth. The only thing they can agree on is that they despise each other.They’re forced to spend the summer together at Camelot in the run up to their nuptials, and within 24 hours, Gwen has discovered Arthur kissing a boy and Arthur has gone digging for Gwen\'s childhood diary and found confessions about her crush on the kingdom\'s only lady knight, Bridget Leclair.Realizing they might make better allies than enemies, they make a reluctant pact to cover for each other, and as things heat up at the annual royal tournament, Gwen is swept off her feet by her knight and Arthur takes an interest in Gwen\'s royal brother. Lex Croucher\'s Gwen and Art Are Not in Love is chock full of sword-fighting, found family, and romantic shenanigans destined to make readers fall in love.",40.89,0,0,0,1,1,1,0,0,0,1,0,0,0,0,"Yes"
"261",330,"https://app.thestorygraph.com/books/8adcd4fb-7e26-4b62-a90f-52b6ac3b36fe","Graceling","Kristin Cashore","","9.78E+12","hardcover","read","6/22/2022","6/22/2022","2022/06/21-2022/06/22",1,"adventurous, emotional, mysterious","medium","A mix","Yes","Yes","No","Yes",3.5,"","",NA,NA,"Yes","Discover the Graceling Realm in this unforgettable, award-winning novel from bestselling author Kristin Cashore A New York Times bestseller ALA Best Book for Young Adults Mythopoeic Fantasy Award for Children\'s Literature Winner Publishers Weekly, School Library Journal, Booklist, and BCCB Best Book of the Year  \""""Rageful, exhilarating, wistful in turns\"""" (The New York Times Book Review) with \""""a knee weakening romance\"""" (LA Times). Graceling is a thrilling, action-packed fantasy adventure that will resonate deeply with anyone trying to find their way in the world. Graceling tells the story of the vulnerable-yet-strong Katsa, who is smart and beautiful and lives in the Seven Kingdoms where selected people are born with a Grace, a special talent that can be anything at all. Katsa\'s Grace is killing. As the king\'s niece, she is forced to use her extreme skills as his brutal enforcer. Until the day she meets Prince Po, who is Graced with combat skills, and Katsa\'s life begins to change. She never expects to become Po\'s friend. She never expects to learn a new truth about her own Grace--or about a terrible secret that lies hidden far away . . . a secret that could destroy all seven kingdoms with words alone.  And don\'t miss the sequel Fire and companion Bitterblue, both award-winning, New York Times bestsellers, and full of Kristin Cashore\'s elegant, evocative prose and unforgettable characters.",51.52,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"No"
"278",349,"https://app.thestorygraph.com/books/91d3044c-062f-4519-8ef9-59c7561a6204","Detransition, Baby","Torrey Peters","","9.78E+12","hardcover","read","4/9/2022","1/31/2023","2023/01/28-2023/01/31",1,"challenging, emotional, funny, reflective","medium","Character","Yes","Yes","Yes","Yes",5,"","",NA,NA,"No","\""""An unforgettable portrait of three women, trans and cis, who wrestle with questions of motherhood and family making.\""""--Andrea Lawlor, author of Paul Takes the Form of a Mortal Girl&nbsp;\""""Emotionally generous, richly textured, and deeply intelligent.\""""--Claire Lombardo, New York Times bestselling author of The Most Fun We Ever HadReese almost had it all: a loving relationship with Amy, an apartment in New York City, a job she didn\'t hate. She had scraped together what previous generations of trans women could only dream of: a life of mundane, bourgeois comforts. The only thing missing was a child. But then her girlfriend, Amy, detransitioned and became Ames, and everything fell apart. Now Reese is caught in a self-destructive pattern: avoiding her loneliness by sleeping with married men.&nbsp;Ames isn\'t happy either. He thought detransitioning to live as a man would make life easier, but that decision cost him his relationship with Reese--and losing her meant losing his only family. Even though their romance is over, he longs to find a way back to her. When Ames\'s boss and lover, Katrina, reveals that she\'s pregnant with his baby--and that she\'s not sure whether she wants to keep it--Ames wonders if this is the chance he\'s been waiting for. Could the three of them form some kind of unconventional family--and raise the baby together?&nbsp;This provocative debut is about what happens at the emotional, messy, vulnerable corners of womanhood that platitudes and good intentions can\'t reach. Torrey Peters brilliantly and fearlessly navigates the most dangerous taboos around gender, sex, and relationships, gifting us a thrillingly original, witty, and deeply moving novel.",53.14,0,1,0,1,1,0,0,0,0,0,1,0,0,0,"Yes"
"288",360,"https://app.thestorygraph.com/books/97d777d8-a679-4bc3-977f-16b945d1960d","This Is How You Lose the Time War","Max Gladstone, Amal El-Mohtar","","9.78E+12","digital","read","5/10/2023","5/17/2023","2023/05/17-2023/05/17",1,"challenging, emotional, reflective","fast","A mix","Yes","Yes","Yes","Yes",4,"","",NA,NA,"Yes","From award-winning authors Amal El-Mohtar and Max Gladstone comes an enthralling, romantic novel spanning time and space about two time-traveling rivals who fall in love and must change the past to ensure their future.&nbsp;Thus begins an unlikely correspondence between two rival agents hellbent on securing the best possible future for their warring factions. Now, what began as a taunt, a battlefield boast, becomes something more. Something epic. Something romantic. Something that could change the past and the future.Except the discovery of their bond would mean the death of each of them. There’s still a war going on, after all. And someone has to win. That’s how war works, right?Cowritten by two beloved and award-winning sci-fi writers, This Is How You Lose the Time War is an epic love story spanning time and space.",57.4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"Yes"
